S-No.,variant 1,variant 2,variant 3,variant 4,variant 5,variant 6
2918,124.847,131.066,135.077,1.186,1.301,2
2919,136.602,126.65,150.166,1.341,1.064,2
2920,125.208,124.476,144.766,1.315,1.179,0
2921,124.35,132.294,151.18,1.279,1.389,1
2922,126.18,134.087,141.731,1.123,1.262,0
2923,132.384,123.679,152.854,1.137,1.03,3
2924,130.551,121.175,138.826,1.287,1.163,2
2925,129.509,123.062,151.207,1.224,1.322,3
2926,121.964,120.759,145.349,1.362,1.368,4
2927,128.951,128.991,152.236,1.336,1.264,0
2928,127.654,122.779,151.131,1.176,1.36,2
2929,123.27,123.282,136.832,1.379,1.37,4
2930,129.932,123.522,141.533,1.089,1.107,2
2931,126.954,127.797,147.694,1.013,1.018,2
2932,129.142,128.397,135.473,1.341,1.28,2
2933,136.551,125.717,148.697,1.114,1.385,2
2934,134.709,123.274,148.679,1.252,1.161,1
2935,130.48,132.488,147.003,1.138,1.164,3
2936,137.678,121.582,140.623,1.164,1.055,1
2937,132.684,132.909,135.823,1.276,1.155,1
2938,132.711,131.461,146.454,1.122,1.397,3
2939,127.5,132.609,153.867,1.007,1.141,3
2940,128.979,129.791,148.077,1.394,1.023,3
2941,134.149,133.277,143.215,1.379,1.125,3
2942,132.645,127.85,136.988,0.988,1.322,0
2943,123.698,123.282,147.253,1.377,1.324,3
2944,130.427,132.945,142.114,1.097,1.117,0
2945,137.255,121.695,152.768,1.177,1.137,4
2946,133.537,126.098,145.034,1.334,1.302,3
2947,128.891,126.45,151.29,1.179,1.034,1
2948,134.076,133.643,141.653,1.196,1.205,3
2949,128.091,124.572,137.917,1.247,1.258,0
2950,134.333,133.74,137.372,1.036,1.264,2
2951,126.157,133.072,143.738,1.27,1.048,3
2952,134.283,133.439,141.659,1.343,1.222,0
2953,122.163,121.927,136.238,1.259,1.291,0
2954,122.87,120.175,140.331,1.118,1.085,1
2955,133.418,122.53,139.842,1.116,1.131,3
2956,134.227,122.129,140.852,1.197,1.195,2
2957,129.257,123.703,149.111,1.101,1.142,5
2958,121.208,128.573,135.993,0.969,1.134,2
2959,129.326,130.818,151.162,1.208,1.272,1
2960,131.725,132.141,135.164,1.172,1.316,2
2961,123.933,129.873,146.83,1.064,1.289,3
2962,135.993,127.578,137.866,0.952,1.352,5
2963,123.326,128.442,138.84,1.091,1.08,0
2964,132.109,130.248,149.697,1.312,1.393,4
2965,136.706,129.055,151.408,0.999,1.279,1
2966,123.79,131.095,136.052,1.021,1.34,5
2967,122.592,131.939,144.402,1.041,1.316,4
2968,132.796,124.862,135.472,1.391,1.034,0
2969,137.887,121.52,135.925,1.216,1.361,5
2970,125.147,123.715,143.844,1.21,1.225,5
2971,123.106,124.23,152.186,1.216,1.09,3
2972,124.843,129.527,148.193,1.212,1.29,3
2973,123.154,124.717,145.719,1.063,1.114,2
2974,131.132,125.253,136.397,1.347,1.021,0
2975,124.217,121.124,145.351,1.178,1.281,2
2976,130.526,124.084,150.178,1.186,1.093,5
2977,121.92,130.196,147.995,1.246,1.032,1
2978,123.715,123.083,151.815,1.284,1.001,4
2979,123.828,130.208,151.723,0.96,1.081,2
2980,126.897,127.072,137.395,1.036,1.059,3
2981,130.517,134.324,149.509,1.22,1.385,0
2982,121.023,122.186,148.127,1.234,1.052,5
2983,130.651,127.358,150.017,1.252,1.208,5
2984,137.222,133.807,137.768,1.122,1.082,4
2985,127.299,123.447,144.505,0.973,1.216,3
2986,123.594,121.729,136.879,1.325,1.194,2
2987,124.2,130.197,142.263,1.308,1.102,3
2988,133.55,131.824,136.031,1.371,1.303,5
2989,134.47,122.542,152.868,1.238,1.036,3
2990,124.544,121.046,142.786,1.01,1.013,1
2991,125.202,123.599,146.344,0.981,1.12,5
2992,129.052,126.645,151.975,1.023,1.148,2
2993,137.425,126.853,150.004,1.168,1.106,3
2994,121.333,124.09,152.556,0.958,1.006,3
2995,123.281,121.362,147.362,1.282,1.316,3
2996,129.219,122.279,140.954,1.108,1.349,3
2997,132.468,127.128,147.234,1.293,1.261,5
2998,133.458,134.46,143.814,1.312,1.048,2
2999,124.589,132.66,138.772,1.037,1.334,1
3000,137.505,120.205,143.156,1.253,1.119,4
3001,136.057,128.302,139.038,1.292,1.222,1
3002,131.876,122.327,142.731,1.038,1.005,0
3003,126.311,120.178,152.091,1.363,1.033,4
3004,134.301,129.77,148.566,1.174,1.326,0
3005,132.869,131.164,146.653,0.987,1.048,3
3006,134.057,121.881,146.668,1.126,1.057,0
3007,134.65,131.288,148.853,0.954,1.342,4
3008,126.574,124.213,136.902,1.101,1.12,2
3009,127.996,125.112,147.122,1.22,1.329,1
3010,134.592,129.89,135.296,1.25,1.227,4
3011,136.335,122.367,136.822,1.271,1.164,5
3012,132.424,132.992,151.904,1.093,1.238,1
3013,135.95,128.44,153.196,1.05,1.26,2
3014,133.19,133.622,147.707,1.006,1.287,4
3015,131.744,123.384,146.508,1.183,1.316,4
3016,124.115,129.241,142.511,1.134,1.209,2
3017,124.476,125.097,136.543,1.313,1.338,2
3018,121.083,133.907,142.253,1.173,1.273,0
3019,126.662,132.427,142.805,1.386,1.293,2
3020,137.454,129.123,136.657,1.001,1.244,0
3021,137.067,126.681,139.044,1.338,1.024,4
3022,124.075,133.306,137.492,1.357,1.101,3
3023,122.548,120.552,138.077,1.361,1.314,4
3024,121.255,124.279,138.963,1.191,1.351,4
3025,132.14,124.765,143.501,1.179,1.195,3
3026,129.348,131.102,135.946,1.343,1.199,0
3027,128.054,131.452,148.357,1.145,1.038,1
3028,135.811,130.852,148.941,1.016,1.139,3
3029,126.218,133.635,143.636,1.387,1.382,4
3030,133.572,124.713,147.857,1.002,1.015,5
3031,127.42,134.46,135.664,0.955,1.307,1
3032,131.922,129.994,153.471,0.999,1.391,4
3033,124.765,134.869,138.264,1.159,1.177,3
3034,131.443,120.978,151.75,1.078,1.004,1
3035,135.145,124.724,147.173,1.398,1.308,1
3036,121.719,120.671,138.597,0.971,1.043,2
3037,129.882,130.829,149.309,1.24,1.089,3
3038,127.259,120.708,146.027,1.108,1.298,5
3039,128.636,121.073,142.901,1.1,1.289,1
3040,133.175,123.808,146.534,1.089,1.255,5
3041,121.87,133.581,141.068,0.973,1.237,1
3042,137.772,131.571,153.743,1.19,1.269,4
3043,131.46,127.06,143.503,1.015,1.273,1
3044,123.082,134.418,148.997,1.231,1.263,2
3045,128.414,122.004,151.558,1.135,1.234,5
3046,132.594,122.563,140.507,1.067,1.304,0
3047,123.962,130.317,143.008,1.205,1.329,3
3048,126.894,120.713,144.082,0.998,1.005,0
3049,127.656,134.865,152.118,1.154,1.116,3
3050,135.972,128.371,152.965,1.189,1.379,1
3051,132.859,122.072,152.5,1.229,1.255,4
3052,137.267,125.807,140.919,1.267,1.157,2
3053,133.231,132.948,138.145,0.987,1.334,5
3054,132.478,120.021,145.842,0.956,1.001,2
3055,133.276,130.874,144.06,1.314,1.048,2
3056,129.962,126.385,153.515,1.311,1.228,2
3057,130.571,129.143,138.718,0.984,1.13,1
3058,134.191,126.429,135.413,1.163,1.397,1
3059,123.844,133.41,152.502,1.036,1.224,1
3060,125.298,123.316,139.931,1.021,1.119,4
3061,135.663,128.837,152.548,1.319,1.266,3
3062,129.764,133.184,152.859,1.219,1.258,2
3063,134.624,122.03,141.585,1.111,1.09,0
3064,130.222,122.497,145.377,1.232,1.092,5
3065,128.95,133.187,140.491,1.329,1.309,0
3066,133.69,122.494,137.445,1.297,1.319,3
3067,124.883,123.742,139.036,1.238,1.306,3
3068,130.736,132.922,142.621,1.076,1.316,2
3069,136.425,132.047,152.591,1.216,1.315,2
3070,137.626,126.462,140.426,1.001,1.082,5
3071,129.895,125.036,143.478,1.019,1.038,4
3072,121.516,121.732,152.351,1.035,1.149,3
3073,129.521,132.997,149.608,1.256,1.193,0
3074,130.713,134.554,138.273,1.303,1.278,3
3075,134.793,130.642,137.26,1.284,1.306,1
3076,135.822,123.793,141.93,1.247,1.298,5
3077,125.902,127.599,151.732,1.133,1.041,1
3078,128.897,124.178,145.175,1.006,1.105,0
3079,127.91,125.608,135.175,1.356,1.302,2
3080,123.771,123.941,139.596,1.016,1.242,5
3081,134.772,131.488,146.353,1.056,1.337,5
3082,125.247,126.929,139.083,1.292,1.267,3
3083,128.53,134.81,139.646,1.122,1.004,1
3084,121.97,134.436,139.916,1.379,1.159,3
3085,136.553,128.009,151.399,1.193,1.313,2
3086,129.21,130.602,135.82,0.962,1.187,4
3087,128.81,132.44,145.628,1.002,1.006,1
3088,133.323,122.681,145.976,1.028,1.075,2
3089,121.187,131.437,139.439,1.25,1.168,5
3090,130.486,133.805,152.356,1.379,1.218,1
3091,130.06,128.847,138.799,1.072,1.241,5
3092,132.751,122.258,144.2,1.258,1.041,1
3093,137.406,130.338,140.707,1.19,1.103,4
3094,130.058,125.603,143.23,1.172,1.237,1
3095,137.142,123.726,137.64,1.302,1.307,2
3096,135.223,121.239,141.641,1.27,1.153,0
3097,123.551,130.237,139.225,1.39,1.002,3
3098,136.571,121.394,137.159,1.063,1.252,0
3099,123.57,120.607,149.022,1.395,1.133,0
3100,125.862,131.417,145.593,1.369,1.273,5
3101,137.901,124.008,138.933,1.346,1.039,3
3102,128.829,124.268,136.541,1.317,1.117,5
3103,122.923,134.02,143.404,1.133,1.224,2
3104,125.901,129.295,146.697,0.953,1.118,3
3105,128.506,126.426,147.793,1.153,1.058,3
3106,131.347,121.663,142.216,1.394,1.367,3
3107,131.486,131.807,138.596,1.324,1.016,1
3108,134.664,129.315,135.15,1.084,1.347,0
3109,131.606,124.053,152.375,1.003,1.122,3
3110,136.623,127.414,144.103,1.382,1.301,1
3111,133.099,126.406,149.287,1.047,1.154,5
3112,130.59,130.031,140.471,1.374,1.147,4
3113,133.668,128.719,136.256,1.252,1.244,3
3114,129.027,134.811,137.925,1.08,1.227,0
3115,132.568,127.942,141.106,1.067,1.209,2
3116,131.022,132.714,144.175,0.973,1.025,2
3117,123.309,132.722,136.218,1.331,1.341,3
3118,124.714,123.455,137.996,1.252,1.03,2
3119,132.277,126.029,137.744,1.122,1.169,4
3120,137.903,134.279,140.477,1.232,1.219,4
3121,128.756,121.473,149.239,1.179,1.173,3
3122,128.61,131.835,149.666,1.299,1.063,4
3123,136.14,129.575,143.831,1.241,1.282,5
3124,123.49,130.371,144.424,1.016,1.3,5
3125,131.544,132.64,142.624,1.009,1.212,5
3126,125.729,120.905,150.4,1.066,1.121,4
3127,130.405,130.513,139.866,1.068,1.239,5
3128,131.091,129.847,136.781,1.358,1.284,1
3129,129.733,130.865,147.913,1.196,1.099,3
3130,135.492,122.456,143.75,1.092,1.308,1
3131,131.592,126.035,139.577,1.041,1.373,0
3132,132.025,134.747,152.155,1.303,1.357,0
3133,124.187,126.288,136.435,1.007,1.167,2
3134,127.732,126.635,135.147,1.132,1.044,0
3135,123.321,125.875,150.756,1.209,1.316,0
3136,136.291,124.784,143.286,1.304,1.242,2
3137,135.906,127.673,138.54,1.354,1.38,5
3138,121.267,124.75,142.007,1.327,1.127,5
3139,129.921,122.667,152.159,1.376,1.299,4
3140,129.976,120.801,140.062,1.118,1.105,1
3141,121.038,121.522,139.716,1.202,1.353,2
3142,137.003,130.687,150.244,1.179,1.199,4
3143,127.637,132.787,139.089,1.192,1.103,4
3144,122.488,128.851,148.414,1.02,1.185,5
3145,134.551,125.606,153.553,1.043,1.108,1
3146,126.013,126.573,137.809,1.312,1.348,2
3147,127.626,125.534,142.82,1.06,1.148,4
3148,131.191,126.274,148.634,1.302,1.279,3
3149,131.23,129.444,147.026,1.294,1.349,4
3150,132.922,124.479,153.903,1.099,1.223,4
3151,126.161,130.091,146.832,1.095,1.384,2
3152,127.528,124.136,140.243,1.21,1.042,2
3153,137.37,126.157,147.519,0.961,1.366,2
3154,126.192,134.093,139.852,1.369,1.196,3
3155,121.4,129.074,151.422,1.097,1.043,2
3156,127.439,130.471,147.746,1.129,1.33,1
3157,134.676,133.239,151.876,1.111,1.167,0
3158,126,129.336,140.214,1.377,1.052,2
3159,133.909,120.274,141.907,1.345,1.147,5
3160,123.02,131.807,138.651,1.035,1.33,2
3161,126.415,127.321,144.38,1.162,1.067,0
3162,131.986,134.357,151.452,0.967,1.178,0
3163,136.932,125.551,146.21,1.223,1.194,4
3164,133.808,134.133,146.273,1.125,1.366,4
3165,126.516,131.172,148.474,1.373,1.176,0
3166,133.795,122.706,137.48,1.092,1.068,5
3167,121.231,123.678,153.52,1.134,1.345,4
3168,136.113,127.629,135.446,1.015,1.119,3
3169,131.704,131.75,145.714,0.961,1.299,5
3170,131.832,123.037,135.671,1.171,1.034,0
3171,123.204,129.19,138.536,1.247,1.38,1
3172,124.073,120.298,148.722,1.322,1.119,0
3173,126.681,129.579,153.553,1.371,1.094,3
3174,129.264,127.226,143.697,1.205,1.038,2
3175,122.876,120.569,137.376,1.164,1.172,3
3176,137.293,125.876,137.457,1.196,1.23,0
3177,124.231,120.644,147.775,1.211,1.329,2
3178,129.062,128.109,139.707,0.977,1.298,1
3179,129.33,131.751,142.101,0.984,1.226,1
3180,128.904,134.359,144.556,1.026,1.331,3
3181,125.81,128.34,148.511,1.08,1.397,0
3182,122.107,128.507,140.089,1.009,1.168,1
3183,127.71,128.521,152.709,1.107,1.211,2
3184,123.611,122.816,145.081,1.347,1.384,5
3185,123.537,133.895,151.657,1.362,1.327,1
3186,129.509,126.978,148.519,1.268,1.216,5
3187,134.471,123.612,149.91,0.993,1.39,0
3188,132.562,134.467,149.676,1.09,1.162,4
3189,125.001,134.454,146.47,1.361,1.4,2
3190,123.023,127.726,153.689,1.276,1.175,4
3191,132.623,124.909,142.005,0.964,1.025,5
3192,133.287,128.65,135.721,0.99,1.328,2
3193,122.667,122.989,145.703,1.116,1.244,1
3194,126.955,120.858,137.321,1.213,1.348,1
3195,137.985,130.14,136.101,1.084,1.341,2
3196,129.636,121.517,147.036,1.023,1.213,3
3197,125.824,130.899,150.777,0.957,1.044,2
3198,132.118,133.854,136.032,1.373,1.079,0
3199,125.472,123.956,137.862,0.97,1.362,3
3200,125.486,120.599,147.533,1.331,1.225,1
3201,124.075,125.623,148.839,1.033,1.197,1
3202,132.947,132.758,146.427,1.019,1.132,0
3203,131.581,121.734,145.213,1.234,1.066,0
3204,135.584,123.921,137.93,1.281,1.234,4
3205,131.63,133.807,153.248,1.332,1.318,5
3206,132.208,132.023,145.315,1.382,1.148,5
3207,135.42,121.975,139.402,1.382,1.273,5
3208,133.108,134.005,144.578,1.2,1.169,3
3209,135.805,121.114,138.903,0.96,1.368,1
3210,127.043,122.551,140.889,1.375,1.223,5
3211,134.315,133.675,147.565,1.291,1.179,2
3212,127.989,133.263,135.22,1.366,1.333,4
3213,125.78,128.399,139.42,1.279,1.209,4
3214,122.012,124.977,138.173,1.38,1.33,3
3215,124.774,121.009,140.745,1.174,1.151,1
3216,124.912,127.709,141.682,1.017,1.071,2
3217,122.454,125.787,146.651,1.144,1.033,1
3218,128.717,125.677,139.92,0.988,1.176,4
3219,133.769,123.118,151.712,1.204,1.187,3
3220,130.557,131.788,151.012,1.184,1.284,1
3221,122.745,130.833,142.507,1.302,1.105,5
3222,132.806,125.3,152.213,1.371,1.166,2
3223,136.796,122.239,143.98,1.338,1.169,3
3224,127.811,131.823,135.675,1.236,1.2,3
3225,137.767,120.986,147.049,1.364,1.068,3
3226,130.271,131.482,136.556,1.197,1.054,2
3227,124.534,132.213,140.689,1.065,1.271,0
3228,130.262,122.738,145.1,1.328,1.33,3
3229,130.211,124.353,146.836,1.123,1.336,5
3230,129.296,131.355,149.144,1.208,1.106,3
3231,121.432,133.161,144.431,1.348,1.047,0
3232,122.548,128.429,135.442,1.137,1.296,2
3233,134.186,129.722,136.391,1.294,1.184,2
3234,136.965,125.254,152.172,1.353,1.179,1
3235,135.722,134.905,139.52,1.111,1.306,0
3236,136.088,121.585,138.792,0.964,1.181,1
3237,134.367,125.527,140.93,1.174,1.006,5
3238,131.629,133.013,150.963,1.326,1.23,3
3239,134.305,125.303,149.159,1.152,1.207,3
3240,128.772,134.474,137.744,1.231,1.172,0
3241,134.484,126.98,150.478,1.263,1.13,5
3242,131.671,123.288,142.157,1.297,1.36,4
3243,123.955,121.059,140.745,1.237,1.322,1
3244,137.433,126.244,139.817,1.256,1.392,5
3245,127.087,127.14,152.31,1.136,1.274,3
3246,131.166,130.305,150.233,0.967,1.149,0
3247,127.697,130.979,136.886,1.018,1.124,2
3248,132.735,127.83,137.071,1.349,1.085,0
3249,134.253,131.981,152.104,1.086,1.229,1
3250,133.222,121.158,145.769,1.179,1.34,2
3251,123.747,122.35,146.162,1.062,1.318,5
3252,125.846,126.092,140.635,1.218,1.121,0
3253,125.494,122.36,135.308,1.347,1.334,2
3254,137.473,133.916,142.972,1.375,1.128,3
3255,126.822,124.073,144.786,1.107,1.125,4
3256,126.575,121.912,153.488,0.963,1.21,3
3257,133.247,123.599,142.705,1.106,1.106,1
3258,122.179,120.266,138.117,1.274,1.036,1
3259,129.69,130.346,151.078,1.339,1.055,4
3260,125.905,127.183,153.866,0.969,1.074,4
3261,130.551,128.718,146.146,1.303,1.171,5
3262,134.488,134.768,143.043,1.073,1.104,0
3263,136.837,120.063,153.51,1.205,1.194,3
3264,121.127,123.318,141.617,1,1.37,5
3265,125.876,128.939,138.043,1.173,1.255,3
3266,128.502,132.233,139.279,1.191,1.096,3
3267,125.623,133.704,145.037,1.158,1.341,0
3268,126.663,125.092,144.063,1.215,1.317,5
3269,130.817,130.176,137.647,0.958,1.245,0
3270,127.261,127.669,150.039,0.996,1.282,2
3271,127.159,125.353,151.776,1.171,1.097,5
3272,123.245,121.247,140.361,1.337,1.064,4
3273,125.094,131.103,136.757,1.028,1.002,2
3274,125.474,124.797,144.493,1.274,1.184,0
3275,133.648,130.96,143.317,0.967,1.091,5
3276,131.385,129.22,147.912,1.275,1.336,3
3277,133.53,127.904,145.808,1.23,1.341,2
3278,135.588,123.912,135.878,1.158,1.216,0
3279,122.149,128.842,146.996,1.217,1.161,0
3280,137.861,128.103,151.954,1.182,1.293,1
3281,134.197,133.812,135.313,1.258,1.198,4
3282,132.053,120.905,139.404,1.221,1.043,5
3283,136.703,129.466,142.96,1.312,1.113,2
3284,136.198,134.951,138.726,1.237,1.249,1
3285,137.682,124.713,141.799,1.147,1.349,3
3286,125.01,122.776,146.873,1.391,1.297,5
3287,133.676,122.253,138.258,1.338,1.079,0
3288,129.501,129.427,142.206,1.315,1.069,5
3289,133.205,121.695,148.716,1.238,1.024,1
3290,124.18,122.641,145.638,1.273,1.089,0
3291,131.634,124.252,151.166,1.295,1.137,2
3292,126.668,122.522,147.511,1.133,1.077,2
3293,135.598,129.974,139.12,1.181,1.049,2
3294,125.858,133.185,147.593,1.117,1.269,2
3295,128.735,130.245,145.455,1.377,1.387,1
3296,136.934,129.465,142.789,1.399,1.179,4
3297,131.297,125.554,138.467,1.241,1.172,5
3298,128.732,129.761,140.65,1.169,1.395,5
3299,121.704,125.787,136.256,1.019,1.055,5
3300,126.105,132.573,140.014,1.334,1.077,0
3301,136.418,129.088,143.795,1.233,1.197,4
3302,127.2,127.524,152.493,1.196,1.027,3
3303,123.832,129.33,148.66,1.124,1.278,2
3304,125.302,134.675,139.528,1.206,1.279,2
3305,129.713,121.175,147.679,1.111,1.018,1
3306,136.787,120.27,148.995,1.106,1.004,2
3307,127.028,133.395,149.331,1.271,1.317,4
3308,122.356,131.716,146.251,1.056,1.209,1
3309,134.102,131.918,143.976,1.219,1.281,4
3310,131.181,134.494,149.86,1.297,1.225,1
3311,135.853,126.884,144.122,0.972,1.17,0
3312,127.064,128.263,147.824,1.333,1.399,0
3313,137.959,131.866,140.78,0.986,1.074,2
3314,137.253,125.379,138.568,1.174,1.203,1
3315,131.72,124.846,153.95,1.187,1.054,1
3316,131.819,131.128,148.751,0.966,1.108,5
3317,134.493,123.451,141.311,1.347,1.029,4
3318,130.192,123.945,144.066,1.066,1.131,5
3319,133.266,125.99,144.227,0.971,1.223,4
3320,134.038,128.558,151.382,0.998,1.103,4
3321,122.132,126.09,151.496,1.181,1.358,1
3322,136.909,125.107,136.981,1.067,1.365,0
3323,133.513,125.078,147.234,1.021,1.313,1
3324,137.883,134.492,146.802,1.024,1.388,2
3325,128.73,124.861,140.176,0.964,1.236,1
3326,137.854,122.982,141.29,0.952,1.111,0
3327,123.743,120.605,152.337,1.193,1.382,5
3328,121.997,123.87,143.304,1.151,1.131,3
3329,121.283,131.406,144.299,1.371,1.121,4
3330,122.968,128.814,142.53,1.04,1.311,1
3331,121.373,126.604,149.083,1.315,1.374,0
3332,136.822,121.276,146.388,1.342,1.258,5
3333,127.112,129.429,138.192,1.031,1.024,3
3334,136.7,130.579,150.661,1.341,1.194,5
3335,137.191,122.601,150.339,1.03,1.374,1
3336,128.474,124.45,145.54,1.365,1.016,3
3337,134.715,134.97,153.786,1.051,1.156,0
3338,136.82,126.296,144.692,1.376,1.281,0
3339,134.906,124.896,153.525,1.089,1.072,0
3340,127.023,126.681,136.904,1.118,1.079,5
3341,128.797,134.845,143.365,1.29,1.37,2
3342,135.364,130.703,152.325,1.137,1.287,1
3343,128.405,124.398,137.284,0.996,1.194,5
3344,127.671,134.984,151.847,1.096,1.342,4
3345,121.565,134.003,139.519,1.396,1.234,5
3346,133.779,127.733,150.474,1.266,1.154,0
3347,122.159,129.937,150.278,1.188,1.388,5
3348,132.48,123.225,137.24,0.99,1.057,3
3349,132.926,130.701,143.269,1.171,1.235,3
3350,133.066,127.557,153.85,1.37,1.198,1
3351,129.51,121.12,145.953,1.124,1.131,4
3352,132.995,123.024,137.722,1.001,1.175,0
3353,137.245,122.356,150.955,1.022,1.199,2
3354,135.656,132.266,142.805,1.112,1.319,5
3355,133.349,125.8,141.317,1.397,1.044,1
3356,129.192,120.76,147.812,1.092,1.121,3
3357,131.382,134.887,144.523,1.123,1.374,0
3358,125.446,134.778,135.832,0.968,1.061,2
3359,132.277,125.972,140.027,1.29,1.342,0
3360,130.22,123.464,136.739,1.105,1.037,3
3361,137.362,131.962,150.799,0.964,1.086,4
3362,137.496,131.762,151.737,1.152,1.055,5
3363,124.001,133.015,141.426,1.379,1.327,1
3364,125.256,125.217,140.22,1.328,1.056,4
3365,131.297,127.656,141.471,1.174,1.296,5
3366,131.205,134.145,145.277,1.3,1.276,5
3367,124.19,124.54,140.086,1.123,1.251,2
3368,125.037,122.861,137.705,1.134,1.367,4
3369,130.476,122.761,137.634,1.252,1.324,0
3370,132.125,123.525,141.908,1.099,1.022,0
3371,123.167,125.514,140.411,1.372,1.237,0
3372,123.821,132.987,146.76,1.176,1.014,2
3373,121.168,127.742,143.767,1.247,1.093,0
3374,125.862,121.978,142.564,1.226,1.141,0
3375,125.496,121.75,138.229,1.044,1.38,4
3376,125.661,120.774,143.187,1.246,1.213,2
3377,128.541,126.825,149.725,1.334,1.399,4
3378,127.172,132.914,150.623,1.259,1.279,2
3379,124.568,131.852,136.933,1.059,1.374,2
3380,121.713,126.668,140.684,1.235,1.182,0
3381,121.726,123.832,148.688,1.041,1.018,0
3382,128.753,126.641,147.009,1.157,1.056,5
3383,125.456,121.268,136.063,0.982,1.329,0
3384,128.322,121.816,146.093,1.033,1.163,0
3385,122.224,126.785,144.628,1.188,1.376,1
3386,131.864,121.198,153.729,0.988,1.063,3
3387,130.454,128.756,139.99,0.953,1.234,0
3388,127.364,133.231,137.304,1.257,1.108,1
3389,127.927,125.911,138.388,0.989,1.042,0
3390,132.942,124.932,150.441,1.006,1.224,4
3391,125.629,134.93,136.284,0.997,1.187,2
3392,124.329,124.781,138.272,1.116,1.052,5
3393,122.835,122.194,143.121,1.13,1.147,4
3394,136.025,121.01,139.112,0.986,1.181,3
3395,129.303,131.893,140.832,1.242,1.009,3
3396,133.538,122.209,144.546,1.392,1.325,3
3397,130.852,122.727,143.137,1.398,1.099,1
3398,124.642,121.096,148.771,1.105,1.128,3
3399,124.883,128.214,148.045,1.048,1.394,5
3400,137.227,131.071,135.135,1.061,1.283,3
3401,136.347,124.498,151.405,1.239,1.004,3
3402,136.037,128.893,150.069,1.298,1.176,2
3403,125.884,120.197,149.871,1.261,1.1,0
3404,137.07,133.506,153.685,1.016,1.397,5
3405,133.589,131.295,146.001,1.134,1.172,5
3406,137.389,122.672,138.95,1.091,1.201,0
3407,127.923,128.892,147.757,1.297,1.101,1
3408,129.842,131.919,145.807,1.219,1.134,5
3409,127.352,133.948,151.254,1.187,1.197,4
3410,132.192,132.514,146.634,1.267,1.35,4
3411,131.749,128.455,148.15,1.099,1.213,2
3412,131.821,120.88,141.538,1.354,1.377,2
3413,130.633,131.902,142.445,0.957,1.174,4
3414,123.671,124.853,144.719,1.071,1.024,2
3415,136.3,128.973,139.772,1.237,1.091,3
3416,130.451,133.653,145.735,1.299,1.155,3
3417,133.425,130.337,137.217,1.057,1.208,3
3418,129.431,134.915,137.494,1.305,1.305,2
3419,135.296,123.35,150.556,1.089,1.009,4
3420,129.74,122.426,153.4,1.171,1.179,5
